cong,id,state,dist,lstate,party,name,unity,num unity votes,total unity votes
110,29905,71,42,CALIFOR,200,MILLER,96.238,972,1010
110,29942,71,43,CALIFOR,100,BACA,97.292,1042,1071
110,29323,71,44,CALIFOR,200,CALVERT,92.667,973,1050
110,29775,71,45,CALIFOR,200,BONO,86.969,901,1036
110,15621,71,46,CALIFOR,200,ROHRABAC,94.928,992,1045
110,29709,71,47,CALIFOR,100,SANCHEZ,97.807,1026,1049
110,20539,71,48,CALIFOR,200,CAMPBELL,96.847,983,1015
110,20107,71,49,CALIFOR,200,ISSA,97.126,1014,1044
110,29508,71,50,CALIFOR,200,BILBRAY,94.413,997,1056
110,29325,71,51,CALIFOR,100,FILNER,97.538,1030,1056
110,14835,71,52,CALIFOR,200,HUNTER,93.824,790,842
110,20108,71,53,CALIFOR,100,DAVIS,98.054,1058,1079
110,29710,62,1,COLORAD,100,DEGETTE,99.049,1042,1052
110,29906,62,2,COLORAD,100,UDALL,93.744,959,1023
110,20502,62,3,COLORAD,100,SALAZAR,93.883,1013,1079
110,20311,62,4,COLORAD,200,MUSGRAVE,96.949,1017,1049
110,20704,62,5,COLORAD,200,LAMBORN,99.445,1076,1082
110,29907,62,6,COLORAD,200,TANCREDO,96.606,797,825
110,20705,62,7,COLORAD,100,PERLMUTTER,94.92,1009,1063
110,29908,1,1,CONNECT,100,LARSON,99.042,1034,1044
110,20706,1,2,CONNECT,100,COURTNEY,97.623,1068,1094
110,29109,1,3,CONNECT,100,DELAURO,99.166,1070,1079
110,15449,1,4,CONNECT,200,SHAYS,67.695,702,1037
110,20707,1,5,CONNECT,100,MURPHY,96.795,1057,1092
110,29327,11,1,DELAWAR,200,CASTLE,70.772,770,1088
110,20110,43,1,FLORIDA,200,MILLER,98.187,1029,1048
110,29713,43,2,FLORIDA,100,BOYD,91.264,982,1076
110,29328,43,3,FLORIDA,100,BROWN,97.305,975,1002
110,20111,43,4,FLORIDA,200,CRENSHAW,92.223,925,1003
110,20313,43,5,FLORIDA,200,BROWN-WAI,87.761,882,1005
110,15627,43,6,FLORIDA,200,STEARNS,94.936,1031,1086
110,29331,43,7,FLORIDA,200,MICA,95.58,1038,1086
110,20112,43,8,FLORIDA,200,KELLER,92.688,976,1053
110,20758,43,9,FLORIDA,200,BILIRAKI,89.991,980,1089
110,13047,43,10,FLORIDA,200,YOUNG,86.023,917,1066
110,20708,43,11,FLORIDA,100,CASTOR,98.011,1035,1056
110,20113,43,12,FLORIDA,200,PUTNAM,96.588,1019,1055
110,20709,43,13,FLORIDA,200,BUCHANAN,86.477,940,1087
110,20503,43,14,FLORIDA,200,MACK,96.046,996,1037
110,29509,43,15,FLORIDA,200,WELDON,93.527,968,1035
110,20710,43,16,FLORIDA,100,MAHONEY,87.732,944,1076
110,20358,43,17,FLORIDA,100,MEEK,97.921,1036,1058
110,15634,43,18,FLORIDA,200,ROS-LEHT,75,801,1068
110,29715,43,19,FLORIDA,100,WEXLER,98.614,996,1010
110,20504,43,20,FLORIDA,100,WASSERMA,98.883,1062,1074
110,29336,43,21,FLORIDA,200,DIAZ-BAL,81.631,871,1067
110,20711,43,22,FLORIDA,100,KLEIN,95.145,1019,1071
110,29337,43,23,FLORIDA,100,HASTINGS,99.04,1032,1042
110,20315,43,24,FLORIDA,200,FEENEY,97.093,1002,1032
110,20316,43,25,FLORIDA,200,DIAZ-BALA,82.71,885,1070
110,29338,44,1,GEORGIA,200,KINGSTON,94.173,1002,1064
110,29339,44,2,GEORGIA,100,BISHOP,96.06,1024,1066
110,20506,44,3,GEORGIA,200,WESTMORE,98.714,998,1011
110,20712,44,4,GEORGIA,100,JOHNSON,98.769,1043,1056
110,15431,44,5,GEORGIA,100,LEWIS,98.584,1044,1059
110,20505,44,6,GEORGIA,200,PRICE,98.44,1073,1090
110,29341,44,7,GEORGIA,200,LINDER,97.338,1024,1052
110,20317,44,8,GEORGIA,100,MARSHALL,78.016,802,1028
110,99342,44,9,GEORGIA,200,DEAL,98.677,1044,1058
110,20753,44,10,GEORGIA,200,BROUN,99.532,638,641
110,20319,44,11,GEORGIA,200,GINGREY,98.037,1049,1070
110,20507,44,12,GEORGIA,100,BARROW,74.656,813,1089
110,20321,44,13,GEORGIA,100,SCOTT,96.58,1045,1082
110,15245,82,1,HAWAII,100,ABERCROM,96.731,1006,1040
110,20713,82,2,HAWAII,100,HIRONO,98.89,1069,1081
110,20714,63,1,IDAHO,200,SALI,96.303,1042,1082
110,29910,63,2,IDAHO,200,SIMPSON,83.459,888,1064
110,29346,21,1,ILLINOI,100,RUSH,98.123,784,799
110,29585,21,2,ILLINOI,100,JACKSON,99.544,1091,1096
110,20508,21,3,ILLINOI,100,LIPINSKI,94.27,1020,1082
110,29348,21,4,ILLINOI,100,GUTIERRE,98.664,960,973
110,20323,21,5,ILLINOI,100,EMANUEL,98.393,1041,1058
110,20715,21,6,ILLINOI,200,ROSKAM,94.742,1027,1084
110,29717,21,7,ILLINOI,100,DAVIS,99.244,1050,1058
110,20509,21,8,ILLINOI,100,BEAN,85.1,891,1047
110,29911,21,9,ILLINOI,100,SCHAKOWS,99.263,1077,1085
110,20115,21,10,ILLINOI,200,KIRK,70.904,753,1062
110,29516,21,11,ILLINOI,200,WELLER,81.478,783,961
110,15453,21,12,ILLINOI,100,COSTELLO,93.826,1003,1069
110,29912,21,13,ILLINOI,200,BIGGERT,85.267,926,1086
110,15417,21,14,ILLINOI,200,HASTERT,94.208,488,518
110,20749,21,14,ILLINOI,100,FOSTER,92.013,288,313
110,20116,21,15,ILLINOI,200,JOHNSON,69.923,723,1034
110,29349,21,16,ILLINOI,200,MANZULLO,93.629,1014,1083
110,20716,21,17,ILLINOI,100,HARE,97.243,1058,1088
110,29517,21,18,ILLINOI,200,LAHOOD,75,687,916
110,29718,21,19,ILLINOI,200,SHIMKUS,91.029,964,1059
110,15124,22,1,INDIANA,100,VISCLOSKY,98.037,1049,1070
110,20717,22,2,INDIANA,100,DONNELLY,77.819,849,1091
110,29519,22,3,INDIANA,200,SOUDER,90.874,936,1030
110,29350,22,4,INDIANA,200,BUYER,94.688,909,960
110,15014,22,5,INDIANA,200,BURTON,98.287,1033,1051
110,20117,22,6,INDIANA,200,PENCE,98.56,1027,1042
110,29720,22,7,INDIANA,100,CARSON,97.835,497,508
110,20757,22,7,INDIANA,100,CARSON,98.936,279,282
110,20718,22,8,INDIANA,100,ELLSWORTH,80.257,874,1089
110,29914,22,9,INDIANA,100,HILL,78.558,850,1082
110,20719,31,1,IOWA,100,BRALEY,96.469,1011,1048
110,20720,31,2,IOWA,100,LOEBSACK,97.371,1037,1065
110,29721,31,3,IOWA,100,BOSWELL,94.782,999,1054
110,29522,31,4,IOWA,200,LATHAM,87.511,953,1089
110,20325,31,5,IOWA,200,KING,98.321,1054,1072
110,29722,32,1,KANSAS,200,MORAN,87.713,928,1058
110,20721,32,2,KANSAS,100,BOYDA,89.601,965,1077
110,29915,32,3,KANSAS,100,MOORE,95.68,1041,1088
110,29524,32,4,KANSAS,200,TIAHRT,91.246,959,1051
110,29525,51,1,KENTUCK,200,WHITFIEL,85.35,903,1058
110,29352,51,2,KENTUCK,200,LEWIS,94.697,1000,1056
110,20723,51,3,KENTUCK,100,YARMUTH,97.39,1045,1073
110,20511,51,4,KENTUCK,200,DAVIS,94.45,987,1045
110,14854,51,5,KENTUCK,200,ROGERS,92.804,993,1070
110,20326,51,6,KENTUCK,100,CHANDLER,93.148,1006,1080
110,20512,45,1,LOUISIA,200,JINDAL,81.497,392,481
110,20759,45,1,LOUISIA,200,SCALISE,98.712,230,233
110,29120,45,2,LOUISIA,100,JEFFERSO,97.433,987,1013
110,20513,45,3,LOUISIA,100,MELANCON,88.163,931,1056
110,15451,45,4,LOUISIA,200,MCCRERY,92.843,947,1020
110,90327,45,5,LOUISIA,200,ALEXANDER,89.771,939,1046
110,15401,45,6,LOUISIA,200,BAKER,91.501,646,706
110,20760,45,6,LOUISIA,100,CAZAYOUX,75.309,183,243
110,20514,45,7,LOUISIA,200,BOUSTANY,88.92,955,1074
110,29728,2,1,MAINE,100,ALLEN,98.045,1053,1074
110,20328,2,2,MAINE,100,MICHAUD,95.106,1030,1083
110,29122,52,1,MARYLAN,200,GILCHRES,60.248,582,966
110,20329,52,2,MARYLAN,100,RUPPERSBE,96.243,999,1038
110,20724,52,3,MARYLAN,100,SARBANES,99.173,1079,1088
110,29355,52,4,MARYLAN,100,WYNN,99.044,829,837
110,20763,52,4,MARYLAN,100,EDWARDS,99.254,133,134
110,14873,52,5,MARYLAN,100,HOYER,98.346,1070,1088
110,29356,52,6,MARYLAN,200,BARTLETT,91.397,988,1081
110,29587,52,7,MARYLAN,100,CUMMINGS,98.68,1047,1061
110,20330,52,8,MARYLAN,100,VAN HOLLE,98.699,1062,1076
110,29123,3,1,MASSACH,100,OLVER,99.537,1076,1081
110,15616,3,2,MASSACH,100,NEAL,99.628,1070,1074
110,29729,3,3,MASSACH,100,MCGOVERN,99.444,1074,1080
110,14824,3,4,MASSACH,100,FRANK,99.245,1052,1060
110,29358,3,5,MASSACH,100,MEEHAN,99.14,346,349
110,20754,3,5,MASSACH,100,TSONGAS,99.798,493,494
110,29730,3,6,MASSACH,100,TIERNEY,98.69,1055,1069
110,14435,3,7,MASSACH,100,MARKEY,99.443,1072,1078
110,29919,3,8,MASSACH,100,CAPUANO,98.234,1057,1076
110,20119,3,9,MASSACH,100,LYNCH,96.849,1045,1079
110,29731,3,10,MASSACH,100,DELAHUNT,98.515,995,1010
110,29360,23,1,MICHIGA,100,STUPAK,92.113,981,1065
110,29361,23,2,MICHIGA,200,HOEKSTRA,94.958,1017,1071
110,29362,23,3,MICHIGA,200,EHLERS,79.155,843,1065
110,29124,23,4,MICHIGA,200,CAMP,95.185,1028,1080
110,14430,23,5,MICHIGA,100,KILDEE,97.628,1070,1096
110,15446,23,6,MICHIGA,200,UPTON,85.649,937,1094
110,20725,23,7,MICHIGA,200,WALBERG,94.712,1021,1078
110,20120,23,8,MICHIGA,200,ROGERS,92.236,986,1069
110,29365,23,9,MICHIGA,200,KNOLLENB,87.711,935,1066
110,20331,23,10,MICHIGA,200,MILLER,83.516,912,1092
110,20332,23,11,MICHIGA,200,MCCOTTER,86.544,939,1085
110,15033,23,12,MICHIGA,100,LEVIN,98.178,1024,1043
110,29733,23,13,MICHIGA,100,KILPATRI,98.768,1042,1055
110,10713,23,14,MICHIGA,100,CONYERS,98.534,1008,1023
110,2605,23,15,MICHIGA,100,DINGELL,97.414,1017,1044
110,20726,33,1,MINNESO,100,WALZ,94.881,1038,1094
110,20333,33,2,MINNESO,200,KLINE,97.398,1048,1076
110,29126,33,3,MINNESO,200,RAMSTAD,73.407,795,1083
110,20122,33,4,MINNESO,100,MCCOLLUM,99.167,1071,1080
110,20727,33,5,MINNESO,100,ELLISON,99.144,1043,1052
110,20728,33,6,MINNESO,200,BACHMANN,97.498,1052,1079
110,29127,33,7,MINNESO,100,PETERSON,88.246,946,1072
110,14265,33,8,MINNESO,100,OBERSTAR,96.68,932,964
110,29534,46,1,MISSISS,200,WICKER,89.301,626,701
110,20761,46,1,MISSISS,100,CHILDERS,68.421,130,190
110,29368,46,2,MISSISS,100,THOMPSON,98.322,1055,1073
110,29734,46,3,MISSISS,200,PICKERIN,89.293,859,962
110,15637,46,4,MISSISS,100,TAYLOR,78.611,849,1080
110,20147,34,1,MISSOUR,100,CLAY,98.185,1028,1047
110,20123,34,2,MISSOUR,200,AKIN,98.61,1064,1079
110,20516,34,3,MISSOUR,100,CARNAHAN,97.32,1053,1082
110,14451,34,4,MISSOUR,100,SKELTON,93.569,1004,1073
110,20517,34,5,MISSOUR,100,CLEAVER,98.777,1050,1063
110,20124,34,6,MISSOUR,200,GRAVES,91.284,974,1067
110,29735,34,7,MISSOUR,200,BLUNT,97.51,1018,1044
110,29736,34,8,MISSOUR,200,EMERSON,79.143,850,1074
110,29737,34,9,MISSOUR,200,HULSHOF,90.717,860,948
110,20125,64,1,MONTANA,200,REHBERG,89.661,980,1093
110,20518,35,1,NEBRASK,200,FORTENBE,81.238,866,1066
110,29921,35,2,NEBRASK,200,TERRY,91.952,994,1081
110,20729,35,3,NEBRASK,200,SMITH,98.349,1072,1090
110,29922,65,1,NEVADA,100,BERKLEY,95.256,1004,1054
110,20730,65,2,NEVADA,200,HELLER,93.506,1008,1078
110,20334,65,3,NEVADA,200,PORTER,75.607,809,1070
110,20731,4,1,NEW HAM,100,SHEA-PORTER,97.4,1049,1077
110,20732,4,2,NEW HAM,100,HODES,97.516,1060,1087
110,29132,12,1,NEW JER,100,ANDREWS,98.142,951,969
110,29539,12,2,NEW JER,200,LOBIONDO,67.218,732,1089
110,15112,12,3,NEW JER,200,SAXTON,75,768,1024
110,14863,12,4,NEW JER,200,SMITH,63.866,684,1071
110,20336,12,5,NEW JER,200,GARRETT,96.753,1043,1078
110,15454,12,6,NEW JER,100,PALLONE,99.073,1069,1079
110,20127,12,7,NEW JER,200,FERGUSON,72.38,739,1021
110,29741,12,8,NEW JER,100,PASCRELL,98.236,1058,1077
110,29742,12,9,NEW JER,100,ROTHMAN,97.734,1035,1059
110,15619,12,10,NEW JER,100,PAYNE,98.749,1026,1039
110,29541,12,11,NEW JER,200,FRELINGH,81.584,886,1086
110,29923,12,12,NEW JER,100,HOLT,98.059,1061,1082
110,20542,12,13,NEW JER,100,SIRES,98.036,1048,1069
110,29779,66,1,NEW MEX,200,WILSON,82.726,862,1042
110,20337,66,2,NEW MEX,200,PEARCE,95.624,1027,1074
110,29924,66,3,NEW MEX,100,UDALL,97.668,1047,1072
110,20338,13,1,NEW YOR,100,BISHOP,98.876,1056,1068
110,20129,13,2,NEW YOR,100,ISRAEL,98.134,1052,1072
110,29375,13,3,NEW YOR,200,KING,82.519,878,1064
110,29744,13,4,NEW YOR,100,MCCARTHY,98.321,1054,1072
110,15000,13,5,NEW YOR,100,ACKERMAN,99.135,1032,1041
110,29776,13,6,NEW YOR,100,MEEKS,98.189,1030,1049
110,29925,13,7,NEW YOR,100,CROWLEY,98.26,1073,1092
110,29377,13,8,NEW YOR,100,NADLER,99.049,1042,1052
110,29926,13,9,NEW YOR,100,WEINER,97.822,1033,1056
110,15072,13,10,NEW YOR,100,TOWNS,98.395,1042,1059
110,20733,13,11,NEW YOR,100,CLARKE,99.289,977,984
110,29378,13,12,NEW YOR,100,VELAZQUE,99.077,1074,1084
110,29773,13,13,NEW YOR,200,FOSSELLA,88.27,903,1023
110,29379,13,14,NEW YOR,100,MALONEY,98.849,1031,1043
110,13035,13,15,NEW YOR,100,RANGEL,98.699,986,999
110,29134,13,16,NEW YOR,100,SERRANO,98.619,1071,1086
110,15603,13,17,NEW YOR,100,ENGEL,98.212,934,951
110,15612,13,18,NEW YOR,100,LOWEY,99.337,1049,1056
110,20734,13,19,NEW YOR,100,HALL,97.053,1054,1086
110,20735,13,20,NEW YOR,100,GILLIBRAND,90.156,925,1026
110,15614,13,21,NEW YOR,100,MCNULTY,98.282,1030,1048
110,29380,13,22,NEW YOR,100,HINCHEY,98.784,1056,1069
110,39316,13,23,NEW YOR,200,MCHUGH,73.889,798,1080
110,20736,13,24,NEW YOR,100,ARCURI,96.415,1049,1088
110,15630,13,25,NEW YOR,200,WALSH,74.347,768,1033
110,29928,13,26,NEW YOR,200,REYNOLDS,89.981,934,1038
110,20519,13,27,NEW YOR,100,HIGGINS,97.947,1002,1023
110,15444,13,28,NEW YOR,100,SLAUGHTE,99.427,1042,1048
110,20520,13,29,NEW YOR,200,KUHL,80.409,866,1077
110,20340,47,1,NORTH C,100,BUTTERFI,97.524,1024,1050
110,29745,47,2,NORTH C,100,ETHERIDG,95.879,1047,1092
110,29546,47,3,NORTH C,200,JONES,72.754,753,1035
110,15438,47,4,NORTH C,100,PRICE,99.264,1079,1087
110,20521,47,5,NORTH C,200,FOXX,97.711,1067,1092
110,15092,47,6,NORTH C,200,COBLE,94.551,989,1046
110,29746,47,7,NORTH C,100,MCINTYRE,87.236,950,1089
110,29929,47,8,NORTH C,200,HAYES,87.786,920,1048
110,29549,47,9,NORTH C,200,MYRICK,97.883,1017,1039
110,20522,47,10,NORTH C,200,MCHENRY,98.757,1033,1046
110,20737,47,11,NORTH C,100,SHULER,77.996,833,1068
110,29383,47,12,NORTH C,100,WATT,98.43,1066,1083
110,20341,47,13,NORTH C,100,MILLER,97.774,1054,1078
110,29384,36,1,NORTH D,100,POMEROY,94.439,1019,1079
110,29550,24,1,OHIO,200,CHABOT,94.204,1024,1087
110,20540,24,2,OHIO,200,SCHMIDT,95.693,1022,1068
110,20342,24,3,OHIO,200,TURNER,82.918,898,1083
110,20738,24,4,OHIO,200,JORDAN,97.784,1059,1083
110,15604,24,5,OHIO,200,GILLMOR,77.67,400,515
110,20755,24,5,OHIO,200,LATTA,98.67,371,376
110,20739,24,6,OHIO,100,WILSON,93.314,949,1017
110,29136,24,7,OHIO,200,HOBSON,84.601,890,1052
110,29137,24,8,OHIO,200,BOEHNER,99.135,1032,1041
110,15029,24,9,OHIO,100,KAPTUR,96.038,1018,1060
110,29748,24,10,OHIO,100,KUCINICH,92.885,953,1026
110,29930,24,11,OHIO,100,JONES,98.188,867,883
110,20130,24,12,OHIO,200,TIBERI,91.767,992,1081
110,20740,24,13,OHIO,100,SUTTON,98.884,1063,1075
110,29553,24,14,OHIO,200,LATOURET,74.977,806,1075
110,29390,24,15,OHIO,200,PRYCE,83.902,787,938
110,14045,24,16,OHIO,200,REGULA,81.927,893,1090
110,20343,24,17,OHIO,100,RYAN,97.267,1032,1061
110,20741,24,18,OHIO,100,SPACE,88.827,954,1074
110,20131,53,1,OKLAHOM,200,SULLIVAN,97.505,977,1002
110,20523,53,2,OKLAHOM,100,BOREN,83.013,865,1042
110,29393,53,3,OKLAHOM,200,LUCAS,92.688,976,1053
110,20344,53,4,OKLAHOM,200,COLE,93.052,991,1065
110,20742,53,5,OKLAHOM,200,FALLIN,95.404,1038,1088
110,29931,72,1,OREGON,100,WU,96.747,1041,1076
110,29932,72,2,OREGON,200,WALDEN,85.822,914,1065
110,29588,72,3,OREGON,100,BLUMENAU,97.302,1046,1075
110,15410,72,4,OREGON,100,DEFAZIO,94.304,1010,1071
110,29750,72,5,OREGON,100,HOOLEY,96.739,979,1012
110,29777,14,1,PENNSYL,100,BRADY,99.207,1001,1009
110,29559,14,2,PENNSYL,100,FATTAH,98.973,964,974
110,29563,14,3,PENNSYL,200,ENGLISH,79.533,851,1070
110,20743,14,4,PENNSYL,100,ALTMIRE,79.562,872,1096
110,29751,14,5,PENNSYL,200,PETERSON,89.103,834,936
110,20345,14,6,PENNSYL,200,GERLACH,74.221,786,1059
110,20744,14,7,PENNSYL,100,SESTAK,95.535,1027,1075
110,20745,14,8,PENNSYL,100,MURPHY,89.76,973,1084
110,20134,14,9,PENNSYL,200,SHUSTER,93.86,1009,1075
110,20746,14,10,PENNSYL,100,CARNEY,81.256,867,1067
110,15104,14,11,PENNSYL,100,KANJORSK,94.933,993,1046
110,14072,14,12,PENNSYL,100,MURTHA,96.375,1037,1076
110,20525,14,13,PENNSYL,100,SCHWARTZ,97.056,1055,1087
110,29561,14,14,PENNSYL,100,DOYLE,98.207,986,1004
110,20526,14,15,PENNSYL,200,DENT,76.121,832,1093
110,29752,14,16,PENNSYL,200,PITTS,98.367,1024,1041
110,29396,14,17,PENNSYL,100,HOLDEN,93.126,989,1062
110,20346,14,18,PENNSYL,200,MURPHY,74.721,804,1076
110,20135,14,19,PENNSYL,200,PLATTS,78.221,844,1079
110,29564,5,1,RHODE I,100,KENNEDY,98.845,1027,1039
110,20136,5,2,RHODE I,100,LANGEVIN,98.427,1064,1081
110,20137,48,1,SOUTH C,200,BROWN,90.781,965,1063
110,20138,48,2,SOUTH C,200,WILSON,98.254,1069,1088
110,20347,48,3,SOUTH C,200,BARRETT,98.506,1055,1071
110,39300,48,4,SOUTH C,200,INGLIS,94.026,1023,1088
110,15064,48,5,SOUTH C,100,SPRATT,95.327,1020,1070
110,39301,48,6,SOUTH C,100,CLYBURN,97.967,1060,1082
110,20349,37,1,SOUTH D,100,HERSETH,89.551,977,1091
110,20747,54,1,TENNESS,200,DAVIS,98.889,1068,1080
110,15455,54,2,TENNESS,200,DUNCAN,94.128,1026,1090
110,29567,54,3,TENNESS,200,WAMP,93.97,1013,1078
110,20350,54,4,TENNESS,100,DAVIS,88.878,935,1052
110,15019,54,5,TENNESS,100,COOPER,88.951,950,1068
110,15100,54,6,TENNESS,100,GORDON,89.887,951,1058
110,20351,54,7,TENNESS,200,BLACKBURN,99.063,1057,1067
110,15628,54,8,TENNESS,100,TANNER,88.483,945,1068
110,20748,54,9,TENNESS,100,COHEN,97.692,1058,1083
110,20527,49,1,TEXAS,200,GOHMERT,95.351,964,1011
110,20528,49,2,TEXAS,200,POE,94.837,992,1046
110,29143,49,3,TEXAS,200,JOHNSON,98.888,978,989
110,94828,49,4,TEXAS,200,HALL,93.488,1005,1075
110,20352,49,5,TEXAS,200,HENSARLIN,98.419,1058,1075
110,15085,49,6,TEXAS,200,BARTON,96.328,1023,1062
110,20139,49,7,TEXAS,200,CULBERSO,96.863,988,1020
110,29760,49,8,TEXAS,200,BRADY,94.956,979,1031
110,20529,49,9,TEXAS,100,GREEN,98.329,1059,1077
110,20530,49,10,TEXAS,200,MCCAUL,94.569,1010,1068
110,20531,49,11,TEXAS,200,CONAWAY,97.51,1018,1044
110,29762,49,12,TEXAS,200,GRANGER,95.01,990,1042
110,29572,49,13,TEXAS,200,THORNBER,96,1032,1075
110,14290,49,14,TEXAS,200,PAUL,86.194,693,804
110,29763,49,15,TEXAS,100,HINOJOSA,96.584,933,966
110,29764,49,16,TEXAS,100,REYES,95.992,1006,1048
110,29144,49,17,TEXAS,100,EDWARDS,93.548,986,1054
110,29573,49,18,TEXAS,100,JACKSON-,98.287,1033,1051
110,20353,49,19,TEXAS,200,NEUGEBAUE,98.399,1045,1062
110,29943,49,20,TEXAS,100,GONZALEZ,97.114,1043,1074
110,15445,49,21,TEXAS,200,SMITH,95.872,1022,1066
110,29761,49,22,TEXAS,100,LAMPSON,70.254,692,985
110,29771,49,23,TEXAS,100,RODRIGUEZ,94.862,1034,1090
110,20532,49,24,TEXAS,200,MARCHANT,97.271,998,1026
110,29571,49,25,TEXAS,100,DOGGETT,97.759,1047,1071
110,20355,49,26,TEXAS,200,BURGESS,94.011,989,1052
110,15049,49,27,TEXAS,100,ORTIZ,95.479,887,929
110,20533,49,28,TEXAS,100,CUELLAR,89.649,970,1082
110,39304,49,29,TEXAS,100,GREEN,93.803,999,1065
110,39305,49,30,TEXAS,100,JOHNSON,97.579,927,950
110,20356,49,31,TEXAS,200,CARTER,95.965,999,1041
110,29759,49,32,TEXAS,200,SESSIONS,98.469,965,980
110,20357,67,1,UTAH,200,BISHOP,96.493,963,998
110,20140,67,2,UTAH,100,MATHESON,81.608,883,1082
110,29766,67,3,UTAH,200,CANNON,96.307,965,1002
110,20750,6,1,VERMONT,100,WELCH,97.974,1064,1086
110,20141,40,1,VIRGINI,200,DAVIS,91.25,73,80
110,20756,40,1,VIRGINI,200,WITTMAN,93.298,348,373
110,20534,40,2,VIRGINI,200,DRAKE,95.409,1039,1089
110,39307,40,3,VIRGINI,100,SCOTT,98.71,1071,1085
110,20143,40,4,VIRGINI,200,FORBES,94.253,984,1044
110,89767,40,5,VIRGINI,200,GOODE,94.013,1005,1069
110,39308,40,6,VIRGINI,200,GOODLATT,94.664,1029,1087
110,20144,40,7,VIRGINI,200,CANTOR,98.271,1023,1041
110,29149,40,8,VIRGINI,100,MORAN,97.703,1021,1045
110,15010,40,9,VIRGINI,100,BOUCHER,95.288,991,1040
110,14869,40,10,VIRGINI,200,WOLF,81.406,880,1081
110,29576,40,11,VIRGINI,200,DAVIS,80.481,837,1040
110,29937,73,1,WASHING,100,INSLEE,98.411,1053,1070
110,20145,73,2,WASHING,100,LARSEN,97.051,1053,1085
110,29938,73,3,WASHING,100,BAIRD,94.186,972,1032
110,29580,73,4,WASHING,200,HASTINGS,95.783,1022,1067
110,20535,73,5,WASHING,200,MCMORRIS,93.165,886,951
110,14413,73,6,WASHING,100,DICKS,97.156,1025,1055
110,15613,73,7,WASHING,100,MCDERMOT,98.402,1047,1064
110,20536,73,8,WASHING,200,REICHERT,73.63,793,1077
110,29768,73,9,WASHING,100,SMITH,95.713,1027,1073
110,15083,56,1,WEST VI,100,MOLLOHAN,95.028,1013,1066
110,20146,56,2,WEST VI,200,CAPITO,79.871,865,1083
110,14448,56,3,WEST VI,100,RAHALL,94.968,1038,1093
110,29939,25,1,WISCONS,200,RYAN,96.279,1035,1075
110,29940,25,2,WISCONS,100,BALDWIN,99.725,1086,1089
110,29769,25,3,WISCONS,100,KIND,95.446,1027,1076
110,20537,25,4,WISCONS,100,MOORE,98.969,1056,1067
110,14657,25,5,WISCONS,200,SENSENBR,96.747,1041,1076
110,14675,25,6,WISCONS,200,PETRI,89.479,978,1093
110,12036,25,7,WISCONS,100,OBEY,98.152,1062,1082
110,20751,25,8,WISCONS,100,KAGEN,95.471,1033,1082
110,29584,68,1,WYOMING,200,CUBIN,94.054,522,555
111,99911,99,0,USA,100,OBAMA,98.824,84,85
111,20300,41,1,ALABAMA,200,BONNER,88.981,646,726
111,20900,41,2,ALABAMA,100,BRIGHT,40.903,299,731
111,20301,41,3,ALABAMA,200,ROGERS,85.263,648,760
111,29701,41,4,ALABAMA,200,ADERHOLT,87.686,648,739
111,20901,41,5,ALABAMA,100,GRIFFITH,70.04,346,494
111,90901,41,5,ALABAMA,200,GRIFFITH,96.262,206,214
111,29301,41,6,ALABAMA,200,BACHUS,89.067,668,750
111,20302,41,7,ALABAMA,100,DAVIS,90.536,574,634
111,14066,81,1,ALASKA,200,YOUNG,74.559,507,680
111,20902,61,1,ARIZONA,100,KIRKPATRICK,71.638,538,751
111,20304,61,2,ARIZONA,200,FRANKS,99.342,755,760
111,29501,61,3,ARIZONA,200,SHADEGG,98.747,709,718
111,29101,61,4,ARIZONA,100,PASTOR,98.402,739,751
111,20700,61,5,ARIZONA,100,MITCHELL,57.427,433,754
111,20100,61,6,ARIZONA,200,FLAKE,96.97,704,726
111,20305,61,7,ARIZONA,100,GRIJALVA,98.253,731,744
111,20701,61,8,ARIZONA,100,GIFFORDS,74.67,566,758
111,29702,42,1,ARKANSA,100,BERRY,90.688,633,698
111,29703,42,2,ARKANSA,100,SNYDER,95.187,712,748
111,20101,42,3,ARKANSA,200,BOOZMAN,96.037,727,757
111,20102,42,4,ARKANSA,100,ROSS,87.863,666,758
111,29901,71,1,CALIFOR,100,THOMPSON,97.763,743,760
111,15420,71,2,CALIFOR,200,HERGER,98.417,746,758
111,14647,71,3,CALIFOR,200,LUNGREN,93.907,709,755
111,20903,71,4,CALIFOR,200,MCCLINTOCK,96.34,737,765
111,20538,71,5,CALIFOR,100,MATSUI,100,761,761
111,29309,71,6,CALIFOR,100,WOOLSEY,98.217,716,729
111,14256,71,7,CALIFOR,100,MILLER,99.459,736,740
111,15448,71,8,CALIFOR,100,PELOSI,100,82,82
111,29778,71,9,CALIFOR,100,LEE,98.543,744,755
111,29705,71,10,CALIFOR,100,TAUSCHER,99.078,215,217
111,20958,71,10,CALIFOR,100,GARAMENDI,99.038,309,312
111,20702,71,11,CALIFOR,100,MCNERNEY,90.451,682,754
111,20762,71,12,CALIFOR,100,SPEIER,96.567,675,699
111,14053,71,13,CALIFOR,100,STARK,96.546,615,637
111,29312,71,14,CALIFOR,100,ESHOO,99.598,743,746
111,20103,71,15,CALIFOR,100,HONDA,98.514,729,740
111,29504,71,16,CALIFOR,100,LOFGREN,98.839,681,689
111,29313,71,17,CALIFOR,100,FARR,98.938,745,753
